,label,Unnamed: 0,message,datetime
236355,2,236355,@calvingrinder  I read an interesting article that it is working on the same frequency as radar for weather prediction? I know from my storm chasing that wind turbines mess with radar which doesn’t sound to bad until your trying to watch rotation full of noise for a tornado.   I wonder what issues they might have with other interference.   Regardless I think it will take tons of time and money to bring it to the consumer on a full scale.  I’m just not convinced $AAPL will beat the hell out of earnings here.  They can’t just make they have to seriously beat earnings here to move higher imo,2019-07-28T20:53:39Z
236479,2,236479,"UPDATED ANALYSIS: $AAPL Apple Valuation, Earnings Quality, and Dividend Safety Scores.  Analysis:  [URL]  dividend technology valuation earnings quality dividends investing stocks growth AAAMPortfolios",2019-07-27T14:03:43Z
236497,1,236497,"$AAPL highs and lows for next week?  I could see this running up to the 212-215 range into earnings.  That being said, beat or miss, I expect Cook or Maestri to say something on the call with regards to China and/or future sales that will push this down near, or below, 200.  Long on Apple but I don’t think we see a new ATH in ‘19.  Second half of 2020 to 2021 seems to be the time period where Apple will rally towards 300.",2019-07-27T05:11:51Z
236704,2,236704,"$AAPL If that wasn&39;t manipulation then IDK what is , trump just shot down any traction it had today",2019-07-26T14:47:05Z
236707,2,236707,"Trump Tweets On China Issues For Apple, Google $AAPL $GOOG $GOOGL [URL]",2019-07-26T14:45:48Z
236717,2,236717,$AAPL Just algos doing their thing.Next fib. level is $214. Entire market will turn very bullish after the rate cut on the July 30-31st. Be patient.,2019-07-26T14:39:33Z
236771,2,236771,$SPY Trump tweet attacking the market 1st $GOOG  now $AAPL,2019-07-26T14:11:18Z
236994,1,236994,$INTC EarningsEPS $1.06 vs. est $0.89 Revs $16.51B vs. est $15.70B $AAPL also announced they&39;re buying Intel&39;s wireless chip unit for $1B.,2019-07-25T20:15:04Z
237005,2,237005,$AAPL test [URL],2019-07-25T20:07:26Z
237041,2,237041,"$AAPL give her the .50 break, don&39;t give no more.",2019-07-25T18:38:03Z
237094,1,237094,$AAPL slight dip today but this stock is grinding higher and higher [URL],2019-07-25T17:55:43Z
237100,1,237100,$AAPL Why would you buy APPL above 200? I don&39;t get it. It always came back down below 200 in the past many times!,2019-07-25T17:49:51Z
237164,2,237164,Can Tesla Ride This Thin Blue Line? $TSLA $AAPL [URL],2019-07-25T16:17:29Z
237173,1,237173,"$AAPL broke trend, that&39;s a long way down",2019-07-25T15:41:22Z
237175,2,237175,"$SFTBY Looks to $GS, $AAPL for Sequel to $100 Billion Vision [URL]",2019-07-25T15:38:22Z
237197,1,237197,"@Gagooza only down from here. If you think that $GOOG $SNE $AAPL $SSNLF LG will let this happen, think again. Also $ROKU way overvalued with the worst UI out there.",2019-07-25T14:21:48Z
237251,2,237251,$AAPL When is ER?,2019-07-25T11:31:58Z
237282,1,237282,$AMD this sums it up $AAPL $TSLA  $SPY,2019-07-25T02:14:49Z
237299,2,237299,Video Analysis - $AAPL Watch Here: [URL],2019-07-24T23:24:18Z
237320,2,237320,How Bank Closures Could Be Giving Rise To Digital Currencies $BTC.X $PYPL $AAPL [URL],2019-07-24T21:18:55Z
237400,2,237400,$TSLA My new $AAPL iphone wallpaper :),2019-07-24T16:54:41Z
237408,2,237408,$AAPL accumulate it on every dip,2019-07-24T16:19:30Z
237474,1,237474,We presented short term trading opportunities for $AAPL $AMZN $FB $BABA and currently still holding a Long in $XLP elliottwave trading,2019-07-24T14:16:42Z
237529,2,237529,$BA$FB $AAPL $NFLX how mad will be Muller for the market? I guess depends what he says.,2019-07-24T12:36:58Z
237572,1,237572,"$SPY $AAPL Momentum Trading - Top 6 PortfolioLatest signals , positions , and performanceHigher Risk - Higher Returns",2019-07-24T04:27:42Z
237601,0,237601,$FB $AAPL $AMZN Japan SoKo fight threatens tech industries fragile stance,2019-07-24T01:40:53Z
237702,2,237702,$AAPL Bears on here are like biggest brainless FOOLS EVER!,2019-07-23T21:34:28Z
237785,2,237785,$AAPL wow,2019-07-23T20:45:51Z
237837,2,237837,$AAPL what a way to end the day. 209 here we come.,2019-07-23T18:59:58Z
238038,2,238038,DEUTSCHE BANK  : $INTC  MODEM DEAL WITH $AAPL WOULD BE A NEGATIVE FOR $QCOM [URL],2019-07-23T10:37:48Z
238067,2,238067,$INTC why would $AAPL anything close to $1b for a failed unit? It never produced anything remotely competitive. just like their failed 10nm division. lots of hot air no substance,2019-07-23T03:10:24Z
238075,2,238075,$AAPL Again. &39;220.00&39; Next.,2019-07-23T02:34:19Z
238185,2,238185,$AAPL fighting with a resistance  :people_wrestling:  ( Using chart program Pro ☞ [URL],2019-07-22T20:14:39Z
238322,2,238322,Good luck trying to short this market with a parabolic $aapl - aint gonna end well for you $spy $QQQ,2019-07-22T14:57:08Z
238405,2,238405,$AAPL market movers.[URL],2019-07-22T12:27:26Z
238455,2,238455,$SPY $ES_F $AMZN $SHOP $AAPL   :face_with_tears_of_joy:   :raising_hands: ,2019-07-21T20:00:54Z
238478,2,238478,"$AAPL i really like that level as well, looking into selling naked puts in lieu of buying outright.",2019-07-21T13:22:58Z
238480,0,238480,"$AMZN $AAPL $SPY   While only 10% of S&amp;P 500 companies have reported, of those, 84% have reported above estimates. Despite a small sample pool, one can conclude that expectations from cautious Wall Street analysts have been excessively lowered for most stocks",2019-07-21T12:54:46Z
238540,2,238540,What is the best thing to do when there is no trading day?Watch a short analysis regard FAANG stocks: [URL] $FB $AMZN $AAPL $NFLX $GOOG,2019-07-20T12:22:53Z
238548,1,238548,* Peak gain percentage for the last 3 expired setups $AAPL 2.17 per |  47.89 per |  -50.00 per |  44.24 per |,2019-07-20T06:17:50Z
238555,1,238555,$SPY $AAPL bearish rising wedge with an impulsive breakdown from the wedge.  Went through 204.50 support like hot knife thru butter.  Next stop 200.50. Daily chart bearish crossover occurred today.  That is significant.,2019-07-20T02:10:22Z
238644,2,238644,$AAPL $AMD $INTC  [URL],2019-07-19T18:30:18Z
238667,2,238667,$AAPL calls are cheap for next week!  :smiling_face_with_sunglasses: ,2019-07-19T17:15:08Z
238685,1,238685,"wow, look at sell dumping on $NFLX. contagion wave at FaangReef   $AAPL FB $GOOG $SPY",2019-07-19T17:20:06Z
238689,2,238689,"Upgrades, Downgrades, Initiations &amp; More 3: $DECK $AAPL $ISRG $MA $V",2019-07-19T17:02:17Z
238702,1,238702,$AAPL sparks are about to fly again. $210 coming up!  :fire:  :rocket:  :fire:  :rocket:  :fire: ,2019-07-19T16:06:44Z
238704,2,238704,FaceApp Is A Reminder That Our Data Is More Vulnerable Than We Realize $AAPL $FB $GOOG $GOOGL [URL],2019-07-19T16:00:36Z
238781,1,238781,$AAPL puts at 208  :tornado:  :eyes: ,2019-07-19T13:30:20Z
238890,2,238890,"$AAPL $210, $230s, 𝓝𝓔𝓦 𝓗𝓘𝓖𝓗𝓢!.",2019-07-18T21:37:55Z
238903,2,238903,"Above Avalon: Jony Ive, Jeff Williams, and a Larger Apple $aapl . excellent  [URL]",2019-07-18T20:45:15Z
238906,2,238906,Post Market Breakdown video on: $ES $AAPL $GLD $XLF $ARRY [URL],2019-07-18T20:41:52Z
239095,2,239095,$AAPL done now holding tiny long. Stop ITM and will likely get hit. Expecting chop. Need to wait for something to develop now.,2019-07-18T14:10:34Z
239103,2,239103,"$SPY The real comedy of the crash calling bears here is they simply don&39;t understand asset allocation at a LARGER level, not a chump amateur hour short like them but real money, ie, funds.  Funds don&39;t just sell their $NFLX after a miss and hold onto a large chunk of cash on top of the allocation of cash they already have in the fund.  Money finds a home and when one home is messy the money will move down the street and find a like type home with a cleaner inside.  Are you shocked the money is moving into $AAPL?  What do you think happens you guys they just sell everything on an earnings miss and hold onto massive 10-20%+ allocations of cash for what?  Money stays invested unlike your chump change that moves from one pocket to the other while you lose half of it each time you change pockets.",2019-07-18T14:06:58Z
239150,2,239150,$AAPL puts,2019-07-18T13:43:59Z
239216,2,239216,$AAPL The new Emoji’s must have really impressed Raymond James,2019-07-18T10:58:08Z
239262,1,239262,@StockGuy39How to play $NFLX? look at $AAPL hitting the ER but dropping on poor guidance( stop reporting iPhone sales ) trouble in China. The initial drop was $230 to $210 before it collapsed down to $145. Live and learn.,2019-07-18T03:06:04Z
239393,2,239393,"Big Tech Hearings and Scrutiny &39;More Bark Than Bite,&39; Says FAANG Bull$FB $AMZN $AAPL $[URL]",2019-07-17T18:22:55Z
239501,2,239501,$AAPL oh is that is a bull flag forming?,2019-07-17T15:27:12Z
239509,1,239509,"$FB $AAPL i’m holding, I think we see a comeback through the end of the week. It’s an overreaction. Just my opinion tho. Should have played puts today but i ain’t worried",2019-07-17T15:02:56Z
239524,2,239524,Apple&39;s PT raised by Goldman Sachs Group Inc to $187.00. neutral rating. [URL] $AAPL,2019-07-17T14:18:31Z
239543,2,239543,$AAPL $FB $VZ $SPY holding all puts. will be paid today,2019-07-17T13:02:30Z
239545,1,239545,"$AAPL Apple target raised to $187 from $171 at Goldman; analyst Rod Hall suggests App Store revenue slowed markedly in May and June  (204.50)Hall stated, &quot;We believe that increased growth in App Store revenues in March/April/May was likely driven by the launches of Perfect World and Game for Peace (PUBG),&quot; Hall comments. &quot;Our current Services revenue growth estimate is 15.1% Y/Y in FQ4 (September), down slightly from 15.7% Y/Y in FQ3 (June) and below consensus of 16.6%. However, we calculate that the persistence of weaker June growth in the September FQ4 would drive another 1.1pp of downside to our Services growth estimate.&quot;",2019-07-17T12:48:04Z
239562,0,239562,$AAPL Apple tests AirPod production in Vietnam as it cuts China reliance [URL],2019-07-17T09:19:15Z
239663,1,239663,"$JNJ put me in a bit of a hole early on, but I bought 8 contracts of $aapl 202.50 put exp 7/19 and that brought me up out of that fast. Sold them already. Just needed a pick me up. Went majorly Positive there for a bit, but JNJ dragged me back down for now. I was able to get contracts at .46 and .44 so I have 12 calls now for $136 exp 7/26. Avg price per contract now $51.",2019-07-16T19:57:40Z
239681,2,239681,$AAPL IF aapl goes green i go for a 2 hour walk,2019-07-16T19:43:38Z
239684,2,239684,$AAPL,2019-07-16T19:32:20Z
239750,2,239750,$AAPL economy will dump once trump is in office again.,2019-07-16T16:37:48Z
239758,1,239758,"$AAPL China exposure is under appreciated here.  Not only for demand, but also supply costs.  Short 50 contracts",2019-07-16T16:21:56Z
239759,2,239759,$AAPL how low do we go ?,2019-07-16T16:21:12Z
239760,2,239760,$MU  he had to tweet right after I exited the weekly puts.  :enraged_face:  Thankfully holding the $aapl puts and 7/26 and August ones,2019-07-16T16:20:30Z
239795,2,239795,$AAPL yes the apple store has a lot more going on than you would expect,2019-07-16T15:04:45Z
239839,2,239839,$BB Trump may not trust Google and Apple. BB10 may have an awakening.$BB.CA $GOOGL $AAPL,2019-07-16T12:24:28Z
239858,2,239858,4 Ways To Avoid ATM Fees If You Have An Online Bank $AAPL $ALLY $CVS $GOOG $SCHW [URL],2019-07-16T12:01:39Z
239880,1,239880,"$SPY $AAPL Momentum Trading - Top 6 PortfolioLatest signals , positions , and performanceHigher Risk - Higher Returns",2019-07-16T01:59:13Z
239919,2,239919,$AAPL Give us a big Hulk boner at close!,2019-07-15T19:47:54Z
239931,2,239931,$AAPL has a Profit Margin of 22.12%. This is amongst the best returns in the industry. [URL],2019-07-15T19:05:43Z
239960,1,239960,"We have five swings currently $AMD $ROKU $CAT $FB $AAPL - type of market we take sales, add back, stay in for continuation with stops under daily support. Not hunting for new entries every day.",2019-07-15T18:28:00Z
240046,2,240046,"$AAPL we got the morning strength, now we need the same strength in afternoon trading ! very possible some money leaving amzn and entering aapl.",2019-07-15T14:13:27Z
240074,2,240074,$EROS $AAPL Partnership eoy  :thumbs_up: ,2019-07-15T12:16:59Z
240118,1,240118,My target is  :chart_increasing:  220 for $AAPL . $AAPL sitting at a resistance area. stocks investing trading stockmarket money finance forex business investment investor bitcoin cryptocurrency trader invest daytrader wallstreet forextrader wealth entrepreneur crypto success profit daytrading forextrading forexsignals blockchain financialfreedom technicalanalysis motivation,2019-07-15T03:16:19Z
240378,2,240378,$AAPL @Snowball2013,2019-07-12T14:34:21Z
240416,0,240416,"$AAPL been struggling , looks weak, breakdown possible",2019-07-12T13:38:35Z
240548,2,240548,$AAPL it&39;s confusing.  The FED lending rate goes down ( J Blow gets more $ to spend due to adj rate loan). Bond rates are a different thing. Right?,2019-07-11T20:19:45Z
240552,2,240552,$AAPL glad I seen that coming  :money-mouth_face: ,2019-07-11T20:14:43Z
240576,0,240576,$AAPL gap down tomorrow,2019-07-11T19:59:11Z
240618,0,240618,@sonicmerlin Tim Cook decided your bearish posts hurt $AAPL prices.  :),2019-07-11T17:45:12Z
240680,2,240680,$AAPL How is it ok for mgmt to buyback 75B in shares when mkts dont care infact are using that to sell Apple in their bear thesis. For 75B you can actually disrupt businesses and take on risks. Where is the creativity in buying back shares? FFS can TC just step down already? Tired of this guy.,2019-07-11T15:46:24Z
240685,1,240685,$AAPL this stock has zero growth in last year. Hope trade war ending and fed rates staying low/cut can bring this stock its true value and growth,2019-07-11T15:32:37Z
240763,1,240763,$AAPL Dips are WS crackhead&39;s best work! $,2019-07-11T13:50:02Z
240890,2,240890,$AAPL ascending triangle?,2019-07-10T20:54:55Z
240906,2,240906,"$AMZN $AAPL $AVGO $NVDA looking at the price action on Broadcom in a strong market, it looks like the Symantec deal may be announced pretty soon",2019-07-10T19:44:35Z
240967,2,240967,$AAPL 210 next week!,2019-07-10T17:31:00Z
240984,2,240984,@ugdig $dis $aapl $nke have been exploiting poor Chinese peeps labor for forever. That business model seems to be profitable and $amzn 2,2019-07-10T16:38:37Z
241003,2,241003,$VUZI $AAPL could buy this for 500M-1B and easily make a killing off of it.,2019-07-10T15:53:09Z
241043,2,241043,$AAPL wtf,2019-07-10T15:19:33Z
241096,2,241096,$SPY $AAPL $GLD expect Fed to cut 50bps minimum by year-end. [URL],2019-07-10T13:26:04Z
241171,1,241171,"Apple ($AAPL) current daily volatility is 1.6%, with beta of 1.04 and alpha of -0.08 over DOW [URL] trading ideas",2019-07-10T03:35:06Z
241178,1,241178,$AAPL $225.00 on target,2019-07-10T02:03:10Z
241208,1,241208,@Banana3 there is a possibility for 1-3% pull back tomorrow morning before/when feds will be speaking. good time to load calls especially for $SPY $AMZN $FB $AAPL,2019-07-10T00:06:32Z
241273,1,241273,$AAPL nasdaq has every big firm on Apple at outperform or hold. Then a bogus downgrade from a nobody firm takes a chunk off. Now people are slowly realizing that Rosenblatt are literally nobodies. This would of ran hard af with $AMZN most likely 210 now,2019-07-09T19:31:20Z
